License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
August 09 2007,576901,LC,Dog,"Terrier, American Pit Bull",,
August 09 2007,436229,Ella,Dog,"Retriever, Golden","Poodle, Miniature",98105
August 14 2007,576578,Aneeka,Dog,"Retriever, Golden",,98199
August 14 2007,577138,Lola,Dog,Bulldog,"Terrier, Boston",98112
August 22 2007,577317,Big Shirley,Dog,Australian Cattle Dog,Basenji,98136
August 30 2007,577422,Kelly,Dog,"Retriever, Golden",,98177
August 30 2007,432506,Ginger,Dog,"Retriever, Golden",Mix,98107
August 30 2007,205847,Payton,Dog,Boxer,,98115
September 02 2007,575611,Scout,Dog,"Retriever, Labrador",Mix,98103
September 04 2007,438334,Penny,Dog,"Vizsla, Smooth Haired",,98136
September 04 2007,944745,Daisy,Dog,"Retriever, Labrador",,98115
September 04 2007,571187,Lucy,Dog,"Retriever, Labrador",,98146
September 06 2007,435338,Jezavel,Dog,Rottweiler,,98117
September 08 2007,720017,Stella,Dog,"Chihuahua, Short Coat",,98144
September 09 2007,722905,Marta,Dog,"Dachshund, Miniature Smooth Haired",,98136
September 09 2007,722906,Widget,Dog,"Dachshund, Standard Smooth Haired",,98136
September 11 2007,722913,Indigo,Dog,"Retriever, Labrador",Mix,98125
September 18 2007,713148,Lois Lane,Dog,"Retriever, Labrador",,98178
September 19 2007,565433,Dakota,Dog,"Terrier, Yorkshire",,98115
September 21 2007,577482,Brockley,Dog,Pug,,98121
September 28 2007,134803,,Dog,"Terrier, American Pit Bull",,98118
September 28 2007,723534,Sasha,Dog,"Terrier, Staffordshire Bull",,98118
October 01 2007,826745,Gracie,Dog,Lhasa Apso,"Terrier, Jack Russell",98117
October 01 2007,723504,Dilli,Dog,Australian Shepherd,,98115
October 03 2007,721296,Candy,Dog,"Chihuahua, Short Coat",Terrier,98122
October 09 2007,435130,Sally,Dog,"Schnauzer, Miniature",,98105
October 09 2007,719541,Bandanna,Dog,Xoloitzcuintli,,98144
October 16 2007,723021,Puppy F,Dog,"Retriever, Labrador",Mix,98199
October 16 2007,436457,Edna,Dog,"Terrier, Boston",,98126
October 18 2007,827384,Shade,Dog,"Terrier, American Staffordshire",,98144
October 22 2007,827474,Domino,Dog,"Terrier, American Pit Bull",,
October 22 2007,431464,Bj,Dog,"Retriever, Labrador",,98107
October 26 2007,827395,Holly,Dog,"Terrier, American Pit Bull",Shepherd,98199
October 29 2007,572688,Rosie,Dog,"Retriever, Golden",,98103
October 31 2007,572673,Pele,Dog,"Terrier, American Pit Bull","Retriever, Labrador",98106
November 07 2007,899269,Simone,Dog,Chinese Shar-Pei,,98103
November 09 2007,899408,Sheba,Dog,"Terrier, American Pit Bull",,98122
November 13 2007,821727,Claire,Dog,Spaniel,,98103
November 16 2007,899486,Bacie,Dog,Xoloitzcuintli,,98070
November 21 2007,900270,Bella,Dog,"Terrier, Boston",,98119
November 24 2007,900059,Taboo,Dog,Doberman Pinscher,,98177
November 26 2007,898697,Phoeve,Dog,Havanese,,98107
November 27 2007,888745,Abby,Dog,"Retriever, Labrador",Border Collie,98125
December 02 2007,126067,Chaquita,Dog,"Terrier, American Pit Bull",,98118
December 02 2007,435599,Biscuit,Dog,Beagle,Mix,98102
December 04 2007,827101,Leia,Dog,"Terrier, American Pit Bull",,98126
December 07 2007,721005,Otis,Dog,Pointer,Beagle,98125
December 07 2007,721006,Sal,Dog,"Retriever, Labrador",German Shepherd,98125
December 08 2007,572380,Star,Dog,"Retriever, Labrador",Mix,98115
December 10 2007,889789,Daisy,Dog,"Chihuahua, Short Coat","Terrier, Jack Russell",98117
December 10 2007,956624,Bertie,Dog,"Terrier, Jack Russell",,98122
December 11 2007,956390,Maddy,Dog,"Retriever, Labrador",Beagle,98133
December 20 2007,956517,Coco,Dog,"Retriever, Labrador","Poodle, Standard",98115
December 26 2007,822247,Gustavia,Dog,"Schnauzer, Miniature",,98122
December 28 2007,956183,Dasha,Dog,"Retriever, Labrador",Siberian Husky,
January 07 2008,78355,Booba,Dog,Pekingese,,98144
January 08 2008,22952,Morrigan,Dog,Samoyed,,98103
January 08 2008,22925,Gigi,Dog,Weimaraner,"Retriever, Labrador",98106
January 10 2008,22851,Orla,Dog,"Retriever, Golden",,98117
January 22 2008,23346,Princess,Dog,Bichon Frise,,98108
January 25 2008,894015,,Dog,Chow Chow,,98117
January 28 2008,900095,Rickie,Dog,Beagle,,98199
January 28 2008,127169,Cheka,Dog,Rottweiler,,98118
January 29 2008,8776,Sasha,Dog,Basset Hound,,98115
February 02 2008,579184,Daisy,Dog,"Retriever, Labrador",,98117
February 04 2008,78642,Kiyoshi,Dog,German Shepherd,Akita,98102
February 12 2008,899478,Bella,Dog,"Retriever, Golden",,98144
February 13 2008,77902,Harley,Dog,"Retriever, Labrador",,98146
February 28 2008,951944,Sophie,Dog,Siberian Husky,German Shepherd,98115
February 29 2008,79065,Skyy,Dog,"Terrier, American Pit Bull",,98118
March 02 2008,819933,,Dog,Border Collie,Mix,98107
March 03 2008,723565,Princess Nala,Dog,"Terrier, American Pit Bull",,98144
March 12 2008,78136,Komet,Dog,Australian Shepherd,Mix,98103
March 14 2008,78318,Lola,Dog,"Retriever, Labrador",,98136
March 15 2008,723500,Sazzy,Dog,Miniature Pinscher,,98178
March 17 2008,135568,Giselle,Dog,German Shepherd,,98116
March 18 2008,135527,Kona,Dog,"Retriever, Labrador",,98117
March 20 2008,135388,Shiloh,Dog,"Retriever, Labrador",,98108
March 22 2008,21381,Zero,Dog,Shepherd,Mix,98108
March 23 2008,207062,Taya,Dog,Chow Chow,Mix,98126
March 26 2008,135676,Java,Dog,Xoloitzcuintli,,98177
March 28 2008,135498,Pixie,Dog,Shetland Sheepdog,,98107
March 31 2008,202006,Chrissy,Dog,"Poodle, Toy",,98109
April 14 2008,826896,Baby Girl,Dog,"Dachshund, Standard Smooth Haired",,98125
April 16 2008,209919,Sophie,Dog,Greyhound,,98121
April 16 2008,209920,Vilma,Dog,Greyhound,,98121
April 19 2008,210104,Sidney,Dog,Siberian Husky,Mix,98144
April 19 2008,134937,Parker,Dog,"Retriever, Labrador",,98122
April 19 2008,134925,Daisy,Dog,Beagle,,98112
April 25 2008,210461,Daphne,Dog,"Bulldog, English",,98105
April 28 2008,78108,Jazz,Dog,"Terrier, American Pit Bull",,98136
April 29 2008,210405,Mercy,Dog,Australian Shepherd,Border Collie,98125
April 30 2008,827277,Izzy,Dog,"Chihuahua, Long Coat",,98127
April 30 2008,207091,Bella,Dog,Pug,,98106
May 01 2008,277542,Honey,Dog,Chow Chow,Mix,98118
May 02 2008,277748,Isabella,Dog,"Poodle, Toy",,98108
May 03 2008,276462,Rosie,Dog,"Spaniel, American Cocker","Poodle, Miniature",98103
May 12 2008,277540,Jackie,Dog,"Terrier, Jack Russell",,98103
May 19 2008,277564,Sadie,Dog,"Terrier, American Pit Bull",Mix,98105
May 19 2008,132201,Bella,Dog,"Retriever, Labrador",,98133
May 22 2008,135400,Talula,Dog,"Chihuahua, Short Coat",,98106
May 22 2008,277996,Sweeper,Dog,"Chihuahua, Short Coat",,98106
May 23 2008,900158,Sammy,Dog,"Retriever, Labrador",,98117
June 02 2008,126302,Cass,Dog,Pug,,98177
June 02 2008,132909,Keele,Dog,Pomeranian,Mix,98117
June 04 2008,827677,Gwen,Dog,"Welsh Corgi, Cardigan",,98136
June 06 2008,955593,Paprika,Dog,"Poodle, Miniature",,98177
June 16 2008,277313,Digger,Dog,"Retriever, Golden",,98126
June 17 2008,351689,Lexus,Dog,"Retriever, Golden",,98136
June 30 2008,354907,Judith,Dog,"Retriever, Labrador",,98122
July 07 2008,438115,Bella,Dog,"Terrier, American Pit Bull",,98177
July 10 2008,43800888,Sunny,Dog,Chow Chow,Boxer,98108
July 16 2008,349108,Zpe,Dog,Australian Shepherd,,98133
July 19 2008,351852,Seiji,Dog,Rottweiler,,98102
July 21 2008,348799,Kia,Dog,Shiba Inu,,98136
July 22 2008,431888,Roxanne,Dog,"Retriever, Golden",,98116
July 28 2008,437974,Bonny,Dog,"Terrier, Cairn",,98102
July 28 2008,438406,Madison,Dog,Border Collie,"Welsh Corgi, Cardigan",98109
July 30 2008,436380,Mathilda,Dog,"Retriever, Labrador",,98103
July 31 2008,438363,Kumoja,Dog,Rottweiler,German Shepherd,
August 01 2008,579630,Bree,Dog,"Terrier, Skye",,98106
August 02 2008,349216,Phoenix,Dog,Basenji,,98144
August 02 2008,274888,Mimi,Dog,Havanese,Bichon Frise,98115
August 03 2008,79167,Nala,Dog,"Terrier, American Pit Bull",,98126
August 06 2008,579762,Kona,Dog,"Retriever, Labrador",,98112
August 06 2008,826354,Kiya,Dog,"Terrier, Yorkshire",,98118
August 11 2008,579901,Layla,Dog,"Retriever, Labrador",,98146
August 15 2008,426253,Miss Rosey,Dog,Maltese,,98115
August 18 2008,580041,Cleo,Dog,Pug,,98112
August 28 2008,575477,Sally,Dog,Xoloitzcuintli,,98112
August 28 2008,69829,Ella,Dog,"Terrier, American Pit Bull",,98144
August 29 2008,352711,China,Dog,Australian Shepherd,Border Collie,98115
August 29 2008,436110,Ginger,Dog,"Bulldog, French",,98136
August 31 2008,893466,Lulu,Dog,Shih Tzu,,98106
August 31 2008,893467,Gidget,Dog,"Chihuahua, Short Coat",,98106
September 10 2008,579350,Lizzy,Dog,Siberian Husky,Shepherd,98125
September 16 2008,721975,Margo May,Dog,"Chihuahua, Short Coat",,98118
September 17 2008,724909,Shasta,Dog,German Shepherd,,98109
September 17 2008,566802,Shadow,Dog,Border Collie,,98107
September 18 2008,437397,Genna,Dog,"Retriever, Golden","Poodle, Miniature",98112
September 18 2008,724911,,Dog,"Dachshund, Standard Smooth Haired",,98144
September 22 2008,575415,Misty,Dog,"Dachshund, Miniature Smooth Haired",,98125
September 22 2008,723221,Lola,Dog,Australian Shepherd,,98106
September 24 2008,713162,Remy,Dog,"Terrier, American Pit Bull",,98108
October 02 2008,828101,Elke,Dog,"Retriever, Labrador",,98105
October 14 2008,827214,Bailey,Dog,American Eskimo,Mix,98109
October 21 2008,827654,Layla,Dog,"Retriever, Labrador",,98103
October 27 2008,827274,Mollie,Dog,Siberian Husky,,98178
October 30 2008,436009,Sophie,Dog,Border Collie,,98105
October 30 2008,827872,Lola,Dog,"Retriever, Labrador","Collie, Rough",98136
October 31 2008,210813,Georgia,Dog,"Retriever, Golden",,98115
November 01 2008,946837,Guinness,Dog,"Spaniel, English Springer",,98116
November 02 2008,275136,Gracie,Dog,"Retriever, Labrador",German Shepherd,98116
November 05 2008,577215,Lola,Dog,"Terrier, Yorkshire",,98112
November 06 2008,900430,Isa,Dog,Belgian Sheepdog,Mix,98122
November 06 2008,580299,Zoe,Dog,German Shepherd,Mix,98199
November 06 2008,900448,Mellen Collie,Dog,"Terrier, American Pit Bull",,98116
November 07 2008,827955,Paws,Dog,"Retriever, Labrador",Mix,98106
November 10 2008,713364,Peggy,Dog,Spaniel,Mix,98117
November 10 2008,900583,Honey,Dog,"Setter, English",,98112
November 12 2008,900555,Emily,Dog,"Terrier, Boston",,98107
November 12 2008,435110,Rozwell,Dog,"Terrier, Rat",,98112
November 19 2008,821448,,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98108
November 19 2008,571522,Roxanne,Dog,"Terrier, American Pit Bull",,98115
November 23 2008,900639,Heidi,Dog,"Terrier, American Pit Bull",Mix,98108
November 23 2008,900641,Brietta,Dog,"Retriever, Labrador",,98122
November 23 2008,900642,Jane,Dog,Rottweiler,,98108
November 26 2008,822128,Zen,Dog,Pug,,98133
December 02 2008,79310,Sophie,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98109
December 11 2008,944581,Kayla,Dog,Australian Shepherd,,98112
December 11 2008,709149,Artor,Dog,"Dachshund, Standard Smooth Haired",,98112
December 22 2008,894663,Luna,Dog,"Retriever, Labrador",,98126
December 23 2008,957429,Sydney,Dog,Australian Shepherd,Mix,98144
December 24 2008,955868,Lucy,Dog,Chinese Shar-Pei,,98108
December 24 2008,955303,Coco,Dog,Bernese Mountain Dog,,98146
December 28 2008,822351,,Dog,Boxer,Mix,98107
December 30 2008,20070,Luna,Dog,Boxer,,98118
December 30 2008,955681,Yazmin,Dog,"Dachshund, Miniature Smooth Haired",,98121
December 30 2008,957455,Ginger,Dog,"Spaniel, Cavalier King Charles",,98118
December 30 2008,957456,Dolly,Dog,"Spaniel, Cavalier King Charles","Poodle, Miniature",98118
December 30 2008,827758,Lucy,Dog,"Retriever, Labrador",,98119
January 02 2009,23901,Bella,Dog,"Retriever, Golden",,98117
January 08 2009,20903,Willa,Dog,German Shepherd,,98119
January 11 2009,950255,Cookie,Dog,"Terrier, Jack Russell",,98106
January 12 2009,24241,Stella,Dog,Briard,,98105
January 16 2009,822424,Irie,Dog,Chow Chow,German Shepherd,98107
January 16 2009,24152,Baby,Dog,"Terrier, American Pit Bull",,98106
January 22 2009,24293,Madison,Dog,"Poodle, Toy",,98106
January 30 2009,20338,Georgette,Dog,"Terrier, Boston",,98112
February 02 2009,23930,Phoebe,Dog,Lhasa Apso,"Poodle, Miniature",98116
February 07 2009,76938,Thai,Dog,"Retriever, Labrador",,98125
February 09 2009,79672,Bb,Dog,"Chihuahua, Short Coat",,98118
February 09 2009,723987,Inkling,Dog,"Retriever, Labrador",,98104
February 14 2009,76983,Chai,Dog,"Retriever, Labrador",Mix,98199
February 14 2009,71942,Prowler,Dog,German Shepherd,,98116
February 17 2009,580426,Summer,Dog,"Terrier, American Pit Bull",,98116
February 20 2009,75632,Princess,Dog,"Retriever, Labrador",Mix,98118
February 22 2009,78763,Maddie,Dog,"Poodle, Standard",,98116
February 22 2009,74864,Peaches,Dog,Australian Shepherd,,98178
February 23 2009,79795,Annabelle,Dog,Boxer,,98117
February 25 2009,79437,Koki,Dog,"Bulldog, French",Mix,98107
February 28 2009,580461,Dorris,Dog,Maltese,"Poodle, Miniature",98108
March 08 2009,717177,Diamond,Dog,"Terrier, American Pit Bull",Mix,98`78
March 15 2009,75593,Zoe,Dog,Maltese,Shih Tzu,98126
March 15 2009,120155,Lilly,Dog,"Terrier, Yorkshire",,98125
March 16 2009,136270,Maya,Dog,"Dachshund, Standard Smooth Haired",,98117
March 17 2009,136278,Bonnie,Dog,Australian Cattle Dog,,98199
March 18 2009,136293,Mya,Dog,"Terrier, American Pit Bull",,98178
March 19 2009,955408,Lucy,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98103
March 21 2009,130302,Pepper,Dog,"Spaniel, American Cocker",,98115
March 23 2009,719648,Rebel,Dog,"Dachshund, Standard Smooth Haired",,98122
March 23 2009,23956,Aiko,Dog,"Retriever, Labrador",,98146
March 24 2009,946689,Cookie,Dog,Spaniel,"Welsh Corgi, Cardigan",98118
March 27 2009,76735,Foxy,Dog,Shiba Inu,,98133
March 28 2009,136389,Zamora,Dog,Australian Cattle Dog,Mix,98108
March 30 2009,136382,Baby,Dog,Xoloitzcuintli,,98126
March 30 2009,136612,Addison,Dog,"Pointer, German Shorthaired",,98122
March 31 2009,725413,Lava,Dog,Lhasa Apso,,98118
April 01 2009,210863,Pooky,Dog,"Retriever, Labrador",,98146
April 01 2009,134840,Patty,Dog,"Terrier, Staffordshire Bull",Mix,98108
April 05 2009,210908,,Dog,"Poodle, Toy",,98144
April 05 2009,134502,Freckles,Dog,German Shepherd,Border Collie,98199
April 06 2009,195206,Gracie,Dog,Rottweiler,Mix,98108
April 08 2009,210926,Gibbon,Dog,"Retriever, Golden",,98126
April 08 2009,355113,Madison,Dog,"Retriever, Golden",,98126
April 12 2009,195236,Bella,Dog,Newfoundland,"Retriever, Golden",98115
April 15 2009,79229,Kirki,Dog,Great Dane,,98103
April 15 2009,340645,Jackie,Dog,German Shepherd,Mix,98118
April 15 2009,199610,Hanna,Dog,Bernese Mountain Dog,,98116
April 16 2009,580462,Darby,Dog,"Retriever, Labrador",,98115
April 18 2009,210975,Sassy,Dog,"Spaniel, American Cocker",,98115
April 22 2009,135763,Coco,Dog,"Retriever, Golden",,98125
April 23 2009,211183,Hana,Dog,"Terrier, Boston",,98122
April 29 2009,211265,Lulu Belle,Dog,"Terrier, Boston",,98116
April 29 2009,211359,Honey,Dog,"Chihuahua, Short Coat",Pomeranian,98199
May 05 2009,209091,Daisy,Dog,"Collie, Rough",Mix,98116
May 05 2009,134496,Daisy,Dog,Xoloitzcuintli,,98109
May 06 2009,22736,Banzai,Dog,Doberman Pinscher,,98144
May 10 2009,119582,Mickey,Dog,"Terrier, Jack Russell",,98199
May 20 2009,278627,Molly,Dog,Maltese,"Poodle, Miniature",98146
May 23 2009,278863,Halle,Dog,Maltese,,98122
May 24 2009,277423,Penny,Dog,"Welsh Corgi, Pembroke",,98119
May 24 2009,279060,Audrey Hepburn,Dog,Miniature Pinscher,,98125
May 26 2009,74747,Daisy,Dog,Border Collie,,98144
May 31 2009,275508,Pepper,Dog,"Terrier, American Pit Bull",,98122
May 31 2009,279218,Tessa,Dog,"Spaniel, English Springer",,98122
June 01 2009,78028,Pepper,Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",98125
June 04 2009,209036,Jenna,Dog,Shetland Sheepdog,,98133
June 04 2009,355179,Mizu,Dog,"Spaniel, Irish Water",,98199
June 05 2009,957524,Bella,Dog,Pomeranian,,98108
June 05 2009,355566,Aspen,Dog,"Retriever, Labrador",Australian Shepherd,98199
June 06 2009,276482,Blueberry,Dog,Chow Chow,Mix,98199
June 07 2009,355145,Sasha,Dog,German Shepherd,Mix,98103
June 10 2009,957544,Sassy,Dog,"Retriever, Labrador",Mix,98102
June 16 2009,270663,Edna,Dog,Australian Shepherd,,98136
June 18 2009,355350,Seniya,Dog,"Griffon, Brussels",,98146
June 19 2009,352941,Ebony,Dog,"Retriever, Labrador","Poodle, Standard",98125
June 19 2009,276128,Mazzy,Dog,Australian Cattle Dog,Border Collie,98102
June 21 2009,276391,Sara,Dog,"Retriever, Labrador",,98105
June 22 2009,340726,Jadzzia,Dog,Doberman Pinscher,,98117
June 22 2009,354491,Molly,Dog,"Terrier, Boston",,98125
June 22 2009,957601,Zoe,Dog,Lhasa Apso,"Poodle, Miniature",98112
June 24 2009,352529,Phoenix,Dog,Portuguese Water Dog,,98115
June 24 2009,355712,Mabel,Dog,"Dachshund, Miniature Smooth Haired",,98144
June 24 2009,355705,Stella,Dog,"Dachshund, Miniature Smooth Haired",,98144
June 25 2009,355588,Azzie,Dog,"Chihuahua, Short Coat",,98103
June 25 2009,276086,Ruby,Dog,German Shepherd,Mix,98103
June 26 2009,136591,Freya,Dog,Australian Shepherd,Shepherd,98177
June 30 2009,276186,Bella,Dog,Border Collie,Chow Chow,98106
July 01 2009,266067,Rieka,Dog,Weimaraner,,98103
July 05 2009,438674,Angel,Dog,"Terrier, American Pit Bull",,98199
July 06 2009,438803,Mia,Dog,"Chihuahua, Short Coat",Miniature Pinscher,98125
July 08 2009,438922,Ebony,Dog,German Shepherd,,98133
July 11 2009,76865,Suzie,Dog,Chinese Crested,,98116
July 11 2009,275525,Mitzi,Dog,Boxer,,98102
July 11 2009,354814,Viva,Dog,Pug,,98116
July 15 2009,136646,Madeye,Dog,Australian Shepherd,,98112
July 15 2009,132419,Petunia,Dog,"Bulldog, English",,98115
July 17 2009,438650,Kali,Dog,"Terrier, American Pit Bull",,98106
July 18 2009,439217,Nina,Dog,"Terrier, Boston",Pug,98108
July 20 2009,438812,Coco,Dog,Pomeranian,Mix,98125
July 22 2009,355892,Tia,Dog,"Retriever, Labrador",Mix,98103
July 25 2009,439322,,Dog,"Terrier, American Pit Bull",,98103
July 29 2009,76818,Lucy Fur,Dog,"Retriever, Labrador",Mix,
July 30 2009,432636,Opal,Dog,"Terrier, American Staffordshire",,98107
July 31 2009,439397,,Dog,"Chihuahua, Short Coat",Mix,98118
July 31 2009,339605,Tika,Dog,Portuguese Water Dog,,98118
August 01 2009,437610,Cada,Dog,"Terrier, American Pit Bull",,98103
August 02 2009,580558,Sammy,Dog,Beagle,,98199
August 03 2009,826436,Cassie,Dog,"Retriever, Chesapeake Bay","Retriever, Labrador",98144
August 04 2009,437201,Missy,Dog,Australian Shepherd,"Spaniel, American Cocker",98112
August 05 2009,576153,Piper,Dog,"Retriever, Labrador",Mix,98105
August 07 2009,580760,Ruthie,Dog,"Terrier, Boston",,98115
August 10 2009,899849,Angelina,Dog,"Dachshund, Standard Smooth Haired",,98117
August 15 2009,437102,Kierra,Dog,Neapolitan Mastiff,,98116
August 15 2009,566409,,Dog,Samoyed,Mix,98116
August 15 2009,579150,Maisie Gray,Dog,"Retriever, Labrador",,98125
August 17 2009,580911,Abby,Dog,"Retriever, Labrador",Australian Shepherd,98103
August 19 2009,580699,Rosie,Dog,"Terrier, Scottish",,98103
August 19 2009,580700,Zoey,Dog,"Terrier, Scottish",,98103
August 20 2009,580793,Sunshine,Dog,"Terrier, Yorkshire",,98118
August 20 2009,581025,Sally,Dog,Bichon Frise,,98125
August 21 2009,581027,Rhinestone,Dog,"Retriever, Labrador",,98126
August 22 2009,276202,Cassandra,Dog,"Chihuahua, Short Coat",,98107
August 23 2009,80063,Honey,Dog,"Terrier, American Pit Bull",Mix,98106
August 23 2009,80065,Perlita,Dog,"Chihuahua, Short Coat",,98106
August 26 2009,276302,Penny,Dog,"Pointer, German Wirehaired",Mix,98199
September 01 2009,725466,Kaya,Dog,"Terrier, American Pit Bull",,98188
September 01 2009,438628,Violet,Dog,"Spaniel, Cavalier King Charles",,98144
September 01 2009,581207,Farley,Dog,Xoloitzcuintli,,98112
September 08 2009,576265,Denali,Dog,Rottweiler,,98116
September 12 2009,725958,Bevin,Dog,"Bulldog, American",,98115
September 15 2009,732700,Phoebe,Dog,"Chihuahua, Short Coat","Terrier, Jack Russell",98103
September 16 2009,571767,Indica,Dog,Rottweiler,,98106
September 18 2009,207244,Maggie,Dog,"Terrier, Rat",,98116
September 20 2009,721112,Harriet,Dog,"Retriever, Golden","Poodle, Miniature",98115
September 25 2009,725765,Paris,Dog,"Chihuahua, Short Coat",,98146
September 25 2009,726030,Aki,Dog,Havanese,"Schnauzer, Miniature",98105
September 25 2009,726019,Mochi,Dog,Havanese,"Terrier, Silky",98105
October 01 2009,581171,Ginger,Dog,Chow Chow,Australian Shepherd,98122
October 02 2009,726140,Baby,Dog,"Terrier, American Pit Bull",,98178
October 08 2009,828487,Juliet,Dog,Pug,,
October 18 2009,577264,Myrtle,Dog,Chinese Shar-Pei,,98106
October 19 2009,579981,Katya,Dog,Beagle,"Retriever, Labrador",98144
October 24 2009,827447,Georgie,Dog,Shih Tzu,,98122
October 24 2009,828801,Buttons,Dog,Pomeranian,,98118
October 24 2009,572675,Georgia,Dog,"Retriever, Labrador",Weimaraner,98109
October 27 2009,205208,Micki,Dog,Beagle,Australian Shepherd,98107
October 28 2009,828820,Peppercorn,Dog,"Terrier, Boston",,98133
October 29 2009,721596,Mercedes,Dog,"Spaniel, American Cocker",,98121
November 02 2009,723475,Sophie,Dog,"Retriever, Golden",,98115
November 03 2009,279366,Mona,Dog,Shiba Inu,,98107
November 10 2009,899599,Chloe,Dog,German Shepherd,Mix,98199
