finish,start,car_number,driver,car_name/entrant,make_model,status,laps,LED,winnings,year
1,21,15,L.L. Corum,Duesenberg,Duesenberg/Duesenberg,98.234,200,0,"$20,000",1924
2,6,8,Earl Cooper,Studebaker,Miller/Miller,97.788,200,119,"$13,700",1924
3,1,2,Jimmy Murphy,Miller,Miller/Miller,97.269,200,56,"$7,800",1924
4,2,4,Harry Hartz,Durant,Miller/Miller,96.544,200,0,"$3,500",1924
5,5,3,Bennett Hill,Miller,Miller/Miller,96.463,200,0,"$3,000",1924
6,13,12,Pete DePaolo,Duesenberg,Duesenberg/Duesenberg,94.297,200,0,"$2,200",1924
7,16,14,Fred Comer,Durant,Miller/Miller,93.424,200,0,"$1,800",1924
8,15,6,Ira Vail,Vail,Miller/Miller,92.45,200,0,"$1,600",1924
9,9,32,Antoine Mourre,Mourre,Miller/Miller,91.764,200,0,"$1,500",1924
10,18,19,Bob McDonogh,Miller,Miller/Miller,90.513,200,0,"$1,400",1924
11,7,18,Jules Ellingboe,Miller,Miller/Miller,90.57,200,0,"$1,049",1924
12,11,7,Jerry Wonderlich,Durant,Miller/Miller,85.48,200,0,"$1,049",1924
13,8,16,Cliff Durant,Durant,Miller/Miller,Out of fuel,198,0,"$1,038",1924
14,19,26,Bill Hunt,Barber-Warnock Ford,Ford T/Fronty-Ford,Running,190,0,$996,1924
15,17,31,Ora Haibe,Schmidt,Mercedes/Mercedes,Running,181,0,$949,1924
16,20,28,A.E. Moss,Barber-Warnock Ford,Ford T/Fronty-Ford,Running,176,0,$923,1924
17,22,27,Fred Harder,Barber-Warnock Ford,Ford T/Fronty-Ford,Running,175,0,$917,1924
18,4,9,Joe Boyer,Duesenberg,Duesenberg/Duesenberg,Accident,176,25,$973,1924
19,14,1,Eddie Hearne,Durant,Miller/Miller,Fuel tank,150,0,$787,1924
20,12,21,Frank Elliott,Miller,Miller/Miller,Fuel tank,150,0,$787,1924
21,3,5,Tommy Milton,Miller,Miller/Miller,Fuel tank,110,0,$577,1924
22,10,10,Ernie Ansterburg,Duesenberg,Duesenberg/Duesenberg,Accident,1,0,$5,1924
1,2,12,Pete DePaolo,Duesenberg,Duesenberg/Duesenberg,101.127,200,115,"$36,150",1925
2,5,1,Dave Lewis,Junior '8' Front Drive,Miller/Miller,100.823,200,50,"$15,000",1925
3,22,9,Phil Shafer,Duesenberg,Duesenberg/Duesenberg,100.185,200,13,"$8,750",1925
4,3,6,Harry Hartz,Miller,Miller/Miller,98.892,200,3,"$4,300",1925
5,11,4,Tommy Milton,Miller,Miller/Miller,97.267,200,0,"$3,500",1925
6,1,28,Leon Duray,Miller,Miller/Miller,96.91,200,0,"$2,200",1925
7,18,8,Ralph DePalma,Miller,Miller/Miller,96.847,200,0,"$1,800",1925
8,9,38,Peter Kreis,Duesenberg,Duesenberg/Duesenberg,96.324,200,0,"$2,250",1925
9,14,15,Doc Shattuc,Miller,Miller/Miller,95.742,200,0,"$1,500",1925
10,8,22,Pietro Bordino,Fiat,Fiat/Fiat,94.747,200,0,"$1,400",1925
11,12,5,Fred Comer,Miller,Miller/Miller,93.67,200,0,"$1,096",1925
12,10,27,Frank Elliott,Miller,Miller/Miller,92.23,200,0,"$1,037",1925
13,15,24,Earl DeVore,Miller,Miller/Miller,Running,198,0,$981,1925
14,20,14,Bob McDonogh,Miller,Miller/Miller,Truss rod,187,0,$929,1925
15,16,23,Wade Morton,Duesenberg,Duesenberg/Duesenberg,Accident,156,0,$880,1925
16,6,17,Ralph Hepburn,Miller,Miller/Miller,Fuel tank,143,15,"$2,334",1925
17,4,2,Earl Cooper,Junior '8',Miller/Miller,Accident,127,4,"$1,191",1925
18,13,3,Bennett Hill,Miller,Miller/Miller,Rear spring,69,0,$750,1925
19,17,29,Herbert Jones,Jones & Whitaker,Miller/Miller,Accident,68,0,$729,1925
20,19,19,Ira Vail,R.J.,Miller/Miller,Rod,61,0,$692,1925
21,21,7,M.C. Jones,Skelly,Ford T/Fronty-Ford,Transmission,32,0,$657,1925
22,7,10,Jules Ellingboe,Miller,Miller/Miller,Steering,24,0,$625,1925
1,20,15,Frank Lockhart,Miller,Miller/Miller,95.904,160,95,"$35,600",1926
2,2,3,Harry Hartz,Miller,Miller/Miller,Running,158,6,"$13,900",1926
3,14,36,Cliff Woodbury,Boyle,Miller/Miller,Running,158,0,"$6,700",1926
4,13,8,Fred Comer,Miller,Miller/Miller,Running,155,0,"$4,000",1926
5,27,12,Pete DePaolo,Duesenberg,Duesenberg/Duesenberg,Running,153,0,"$3,500",1926
6,8,6,Frank Elliott,Miller,Miller/Miller,Running,152,0,"$2,200",1926
7,16,14,Norm Batten,Miller,Miller/Miller,Running,151,0,"$1,800",1926
8,15,19,Ralph Hepburn,Miller,Miller/Miller,Running,151,0,"$1,600",1926
9,28,18,John Duff,Elcar,Miller/Miller,Running,147,0,"$1,500",1926
10,5,4,Phil Shafer,Miller,Miller/Miller,Running,146,16,"$3,000",1926
11,12,31,Tony Gulotta,Miller,Miller/Miller,Running,142,0,$615,1926
12,7,16,Bennett Hill,Miller,Miller/Miller,Running,136,0,$607,1926
13,21,33,Thane Houser,Abell,Miller/Miller,Running,102,0,$600,1926
14,17,27,Douglas Hawkes,Eldridge,Eldridge/Anzani,Camshaft,92,0,$593,1926
15,4,1,Dave Lewis,Miller Front Drive,Miller/Miller,Valve,92,43,"$4,886",1926
16,1,5,Earl Cooper,Miller Front Drive,Miller/Miller,Transmission,74,0,$579,1926
17,11,9,Cliff Durant,Locomobile Junior 8,Fengler/Locomobile,Fuel leak,61,0,$572,1926
18,18,29,Ben Jones,Duesenberg (Two-Cycle),Duesenberg/Duesenberg,Accident,54,0,$565,1926
19,23,26,E.A.D. Eldridge,Eldridge,Eldridge/Anzani,Steering,46,0,$558,1926
20,24,23,L.L. Corum,Schmidt,Schmidt/Argyle,Cracked block,45,0,$551,1926
21,22,24,Steve Nemesh,Schmidt,Schmidt/Argyle,Transmission,42,0,$544,1926
22,6,7,Jules Ellingboe,Miller,Miller/Miller,Supercharger,39,0,$538,1926
23,3,10,Leon Duray,Locomobile Junior 8,Fengler/Locomobile,Fuel leak,33,0,$531,1926
24,26,17,Fred Lecklider,Nickel Plate,Miller/Miller,Piston,25,0,$525,1926
25,25,28,Jack McCarver,Hamlin Front Drive,Ford T/Fronty-Ford,Rod,24,0,$519,1926
26,9,34,Bon McDougall,Miller,Miller/Miller,Water leak,19,0,$512,1926
27,10,22,Doc Shattuc,Miller,Miller/Miller,Valve,16,0,$506,1926
28,19,39,Albert Guyot,Guyot,Schmidt/Argyle,Piston,9,0,$500,1926
1,22,32,George Souders,Duesenberg,Duesenberg/Duesenberg,97.545,200,51,"$30,650",1927
2,15,10,Earl DeVore,Miller,Miller/Miller,93.868,200,0,"$12,800",1927
3,27,27,Tony Gulotta,Miller,Miller/Miller,93.139,200,0,"$6,000",1927
4,19,29,Wilbur Shaw,Jynx,Miller/Miller,93.11,200,0,"$4,000",1927
5,28,21,Dave Evans,Duesenberg,Duesenberg/Duesenberg,90.782,200,0,"$3,500",1927
6,7,14,Bob McDonogh,Cooper,Cooper/Miller,90.41,200,0,"$5,200",1927
7,18,16,Eddie Hearne,Miller,Miller/Miller,90.064,200,0,"$1,800",1927
8,25,6,Tommy Milton,Detroit,Detroit/Miller,85.081,200,0,"$1,600",1927
9,14,25,Cliff Bergere,Miller,Miller/Miller,79.929,200,0,"$1,500",1927
10,13,5,Frank Elliott,Junior 8,Miller/Miller,78.242,200,0,"$1,400",1927
11,33,31,Fred Frame,Miller,Miller/Miller,Running,199,0,$750,1927
12,32,42,Jimmy Hill,Nickel Plate,Miller/Miller,Running,197,0,$600,1927
13,31,24,Benny Shoaff,Perfect Circle Duesenberg,Duesenberg/Duesenberg,Drive gears,198,0,$550,1927
14,26,41,Wade Morton,Thompson Valve,Duesenberg/Duesenberg,Accident,152,0,$500,1927
15,20,44,Al Melcher,Miller,Miller/Miller,Supercharger,144,0,$490,1927
16,23,43,Louis Schneider,Miller,Miller/Miller,Timing gears,137,0,$480,1927
17,12,9,Peter Kreis,Cooper,Cooper/Miller,Front axle,123,0,$470,1927
18,1,2,Frank Lockhart,Perfect Circle Miller,Miller/Miller,Rod,120,110,"$11,460",1927
19,6,15,Cliff Woodbury,Boyle Valve,Miller/Miller,Supercharger,108,0,$450,1927
20,17,26,Dutch Baumann,Miller,Miller/Miller,Pinion shaft,90,9,"$1,340",1927
21,29,35,Al Cotey,Elcar,Miller/Miller,Universal joint,87,0,$430,1927
22,16,17,Doc Shattuc,Miller,Miller/Miller,Valve,83,0,$420,1927
23,30,23,Fred Lecklider,Elgin Piston Pin,Miller/Miller,Accident,49,0,$410,1927
24,5,19,Ralph Hepburn,Boyle Valve,Miller/Miller,Fuel leak,39,0,$400,1927
25,4,1,Harry Hartz,Erskine Miller,Miller/Miller,Crankshaft,38,0,$390,1927
26,2,3,Pete DePaolo,Perfect Circle Miller,Miller/Miller,Supercharger,31,30,$380,1927
27,3,12,Leon Duray,Miller Front Drive,Miller/Miller,Fuel tank,26,0,$370,1927
28,9,4,Bennett Hill,Cooper,Miller/Miller,Shackle bolt,26,0,$360,1927
29,21,18,Jules Ellingboe,Cooper,Miller/Miller,Accident,25,0,$350,1927
30,10,8,Norm Batten,Miller,Fengler/Miller,Fire,24,0,$340,1927
31,24,38,Babe Stapp,Duesenberg,Duesenberg/Duesenberg,Universal joint,24,0,$330,1927
32,11,22,Jack Petticord,Boyle Valve,Miller/Miller,Supercharger,22,0,$320,1927
33,8,7,Dave Lewis,Miller Front Drive,Miller/Miller,Front axle,21,0,$310,1927
1,13,14,Louis Meyer,Miller,Miller/Miller,99.482,200,19,"$28,250",1928
2,8,28,Lou Moore,Miller,Miller/Miller,99.241,200,0,"$13,650",1928
3,12,3,George Souders,State Auto Insurance,Miller/Miller,98.034,200,16,"$8,400",1928
4,10,15,Ray Keech,Simplex Piston Ring,Miller/Miller,93.32,200,0,"$4,300",1928
5,15,22,Norm Batten,Miller,Fengler/Miller,93.228,200,0,"$3,200",1928
6,5,7,Babe Stapp,Miller,Miller/Miller,92.638,200,17,"$3,900",1928
7,20,43,Billy Arnold,Boyle Valve,Miller/Miller,91.111,200,0,"$1,800",1928
8,14,27,Fred Frame,State Auto Insurance,Duesenberg/Duesenberg,90.079,200,0,"$1,600",1928
9,9,25,Fred Comer,Boyle Valve,Miller/Miller,88.889,200,0,"$1,500",1928
10,4,8,Tony Gulotta,Stutz Blackhawk,Miller/Miller,88.888,200,33,"$1,600",1928
11,7,24,Louis Schneider,Armacost Miller,Miller/Miller,87.964,200,0,$652,1928
12,23,12,Dave Evans,Boyle Valve,Miller/Miller,87.401,200,0,$638,1928
13,28,29,Henry Kohlert,Elgin Piston Pin,Miller/Miller,Running,180,0,$625,1928
14,17,23,Deacon Litz,Miller,Miller/Miller,Running,161,0,$610,1928
15,21,39,Jimmy Gleason,Duesenberg,Duesenberg/Duesenberg,Magneto,195,43,"$6,196",1928
16,18,5,Cliff Durant,Detroit,Detroit/Miller,Supercharger,175,0,$583,1928
17,11,33,Johnny Seymour,Marmon,Cooper/Miller,Supercharger,170,0,$568,1928
18,24,6,Earl DeVore,Chromolite,Miller/Miller,Accident,161,0,$555,1928
19,1,4,Leon Duray,Miller,Miller/Miller,Overheated,133,59,"$6,441",1928
20,16,38,Sam Ross,Aranem,Miller/Miller,Timing gear,132,0,$526,1928
21,27,26,Ira Hall,Duesenberg,Duesenberg/Duesenberg,Accident,115,0,$512,1928
22,19,32,Peter Kreis,Marmon,Cooper/Miller,Rod bearing,73,0,$499,1928
23,2,10,Cliff Woodbury,Boyle Valve,Miller/Miller,Timing gear,55,0,$484,1928
24,6,16,Ralph Hepburn,Miller,Miller/Miller,Timing gear,48,0,$470,1928
25,29,1,Wilbur Shaw,Flying Cloud,Miller/Miller,Timing gear,42,0,$456,1928
26,26,18,Benny Shoaff,Duesenberg,Duesenberg/Duesenberg,Accident,35,0,$442,1928
27,25,41,C.W. Belt,Green,Green/Green,Valve,32,0,$428,1928
28,3,21,Cliff Bergere,Miller,Miller/Miller,Transmission,6,0,$415,1928
29,22,34,Russ Snowberger,Marmon,Cooper/Miller,Supercharger,4,13,$400,1928
1,6,2,Ray Keech,Simplex Piston Ring,Miller/Miller,97.585,200,46,"$31,950",1929
2,8,1,Louis Meyer,Miller,Miller/Miller,95.596,200,65,"$20,400",1929
3,23,53,Jimmy Gleason,Duesenberg,Duesenberg/Duesenberg,93.699,200,0,"$7,250",1929
4,25,43,Carl Marchese,Marchese,Miller/Miller,93.541,200,0,"$4,350",1929
5,21,42,Freddie Winnai,Duesenberg,Duesenberg/Duesenberg,88.792,200,0,"$3,600",1929
6,28,48,Speed Gardner,Chromolite,Miller/Miller,88.39,200,0,"$2,200",1929
7,14,6,Louis Chiron,Delage,Delage/Delage,87.728,200,0,"$1,800",1929
8,7,9,Billy Arnold,Boyle Valve,Miller/Miller,83.909,200,0,"$1,600",1929
9,32,25,Cliff Bergere,Armacost Miller,Miller/Miller,80.703,200,0,"$1,500",1929
10,22,34,Fred Frame,Cooper,Cooper/Miller,Running,193,11,"$2,500",1929
11,29,28,Frank Brisko,Burbach,Miller/Miller,Running,180,0,$468,1929
12,18,17,Phil Shafer,Miller,Miller/Miller,Running,150,0,$465,1929
13,13,3,Lou Moore,Majestic Miller,Miller/Miller,Rod,198,22,"$2,662",1929
14,26,36,Frank Farmer,Miller,Miller/Miller,Supercharger,140,0,$459,1929
15,24,49,Wesley Crawford,Miller,Fengler/Miller,Carburetor,127,0,$456,1929
16,17,4,Peter Kreis,Detroit,Detroit/Miller,Engine seized,91,0,$453,1929
17,11,23,Tony Gulotta,Packard Cable,Miller/Miller,Supercharger,91,0,$450,1929
18,19,5,Bob McDonogh,Miller Front Drive,Miller/Miller,Oil tank,74,0,$447,1929
19,33,46,Bill Lindau,Pittsburgh Miller,Miller/Miller,Valve,70,0,$444,1929
20,27,31,Herman Schurch,Armacost Miller,Miller/Miller,Tank split,70,0,$441,1929
21,16,38,Johnny Seymour,Cooper,Cooper/Miller,Rear axle,65,0,$438,1929
22,2,21,Leon Duray,Packard Cable,Miller/Miller,Carburetor,65,7,"$1,135",1929
23,30,29,Rick Decker,Miller,Miller/Miller,Fuel line,61,0,$432,1929
24,9,26,Deacon Litz,Rusco Durac,Miller/Miller,Rod,56,49,"$5,329",1929
25,31,27,Bert Karnatz,Richards Bros.,Miller/Miller,Fuel leak,50,0,$426,1929
26,20,47,Ernie Triplett,Buckeye Duesenberg,Duesenberg/Duesenberg,Rod,48,0,$423,1929
27,10,12,Russ Snowberger,Cooper,Cooper/Miller,Supercharger,45,0,$420,1929
28,4,32,Babe Stapp,Spindler Miller,Duesenberg/Miller,Rear end,40,0,$417,1929
29,15,35,Jules Moriceau,Thompson Products,Amilcar/Amilcar,Accident,30,0,$414,1929
30,5,37,Pete DePaolo,Boyle Valve,Miller/Miller,Steering,25,0,$411,1929
31,3,18,Ralph Hepburn,Packard Cable,Miller/Miller,High gear,14,0,$407,1929
32,12,10,Bill Spence,Duesenberg,Duesenberg/Duesenberg,Accident,9,0,$403,1929
33,1,8,Cliff Woodbury,Boyle Valve,Miller/Miller,Accident,3,0,$400,1929
1,1,4,Billy Arnold,Miller-Hartz,Summers/Miller,100.448,200,198,"$50,300",1930
2,3,16,Shorty Cantlon,Miller Schofield,Stevens/Miller,98.054,200,0,"$13,950",1930
3,4,23,Louis Schneider,Bowes Seal Fast,Stevens/Miller,96.752,200,0,"$7,050",1930
4,2,1,Louis Meyer,Sampson,Stevens/Miller,95.253,200,2,"$4,450",1930
5,22,6,Bill Cummings,Duesenberg,Stevens/Duesenberg,93.579,200,0,"$3,500",1930
6,33,24,Dave Evans,Jones & Maley,Stevens/Miller,92.571,200,0,"$2,700",1930
7,8,15,Phil Shafer,Coleman Front Drive,Coleman/Miller,90.921,200,0,"$1,800",1930
8,7,22,Russ Snowberger,"Russell ""8""",Snowberger/Studebaker,89.166,200,0,"$1,600",1930
9,9,25,Les Allen,Allen Miller Products,Miller/Miller,85.749,200,0,"$1,500",1930
10,17,27,L.L. Corum,Jones Stutz,Stutz/Stutz,85.34,200,0,"$1,400",1930
11,16,38,Claude Burton,V8,Oakland/Oakland,Running,196,0,$550,1930
12,30,42,L.P. Cucinotta,Maserati,Maserati/Maserati,Running,185,0,$510,1930
13,15,41,Chet Miller,Fronty Ford,Ford T/Fronty-Ford,Running,160,0,$480,1930
14,38,46,Harry Butcher,Butcher Brothers,Buick/Buick,Running,128,0,$450,1930
15,23,10,Mel Keneally,MAVV,Whippet/Miller,Valve,114,0,$420,1930
16,34,21,Zeke Meyer,Miller,Miller/Miller,Rod,115,0,$385,1930
17,6,17,Ernie Triplett,Guiberson,Whippet/Miller,Piston,125,0,$380,1930
18,13,35,J.C. McDonald,Romthe,Studebaker/Studebaker,Fuel leak,112,0,$375,1930
19,37,28,Roland Free,Slade,Chrysler/Chrysler,Clutch,69,0,$370,1930
20,20,9,Tony Gulotta,MAVV,Whippet/Miller,Valve,79,0,$365,1930
21,11,33,Frank Farmer,Betholine Miller,Miller/Miller,Accident,69,0,$360,1930
22,35,44,Bill Denver,Nardi,Duesenberg/Duesenberg,Rod,41,0,$355,1930
23,26,34,Joe Huff,Gauss Front Drive,Cooper/Miller,Valve,48,0,$350,1930
24,25,3,Wilbur Shaw,Empire State,Smith/Miller,Oil Leak,54,0,$345,1930
25,14,29,Joe Caccia,Alberti,Duesenberg/Duesenberg,Accident,43,0,$340,1930
26,10,36,Cy Marshall,Duesenberg,Duesenberg/Duesenberg,Accident,29,0,$335,1930
27,19,32,"Charles Moran, Jr.",DuPont,DuPont/DuPont,Accident,22,0,$330,1930
28,24,7,Jimmy Gleason,Waverly Oil,Miller/Miller,Timing gear,22,0,$325,1930
29,12,14,Lou Moore,Coleman Front Drive,Coleman/Miller,Accident,23,0,$320,1930
30,31,12,Deacon Litz,Duesenberg,Duesenberg/Duesenberg,Accident,22,0,$315,1930
31,32,8,Babe Stapp,Duesenberg,Duesenberg/Duesenberg,Accident,18,0,$310,1930
32,18,39,Johnny Seymour,Gauss Front Drive,Cooper/Miller,Accident,21,0,$305,1930
33,21,5,Pete DePaolo,Duesenberg,Stevens/Duesenberg,Accident,19,0,$300,1930
34,29,45,Marion Trexler,Trexler,Auburn/Lycoming,Accident,19,0,$295,1930
35,27,19,Speed Gardner,Miller Front Drive,Miller/Miller,Bearing,14,0,$290,1930
36,28,26,Baconin Borzachini,Maserati,Maserati/Maserati,Magneto,7,0,$285,1930
37,36,48,Rick Decker,Hoosier Pete,Mercedes/Clemons,Oil tank,8,0,$280,1930
38,5,18,Chet Gardner,Buckeye,Duesenberg/Duesenberg,Skidded out,0,0,$275,1930
1,13,23,Louis Schneider,Bowes Seal Fast,Stevens/Miller,96.629,200,39,"$29,500",1931
2,8,34,Fred Frame,Duesenberg,Duesenberg/Duesenberg,96.406,200,0,"$12,650",1931
3,10,19,Ralph Hepburn,Harry Miller,Miller/Miller,94.224,200,0,"$6,350",1931
4,35,21,Myron Stevens,Jadson,Stevens/Miller,94.142,200,0,"$4,000",1931
5,1,4,Russ Snowberger,"Russell ""8""",Snowberger/Studebaker,49.09,200,0,"$3,500",1931
6,20,33,Jimmy Gleason,Duesenberg,Duesenberg/Duesenberg,93.605,200,0,"$2,200",1931
7,5,25,Ernie Triplett,Buckeye,Duesenberg/Duesenberg,63.041,200,0,"$1,800",1931
8,9,36,H.W. Stubblefield,Jones-Miller,Willys-Knight/Miller,92.434,200,0,"$1,950",1931
9,14,28,Cliff Bergere,Elco Royale,Reo/Reo,91.839,200,0,"$1,500",1931
10,15,27,Chet Miller,Marr,Hudson/Hudson,89.58,200,0,"$1,400",1931
11,30,44,George Howie,G. N. H.,Dodge/Chrysler,87.651,200,0,$500,1931
12,23,12,Phil Shafer,"Shafer ""8""",Rigling/Buick,86.391,200,0,$470,1931
13,17,8,Dave Evans,Cummins Diesel,Duesenberg/Cummins,86.107,200,0,$450,1931
14,31,72,Al Aspen,William Alberti,Duesenberg/Duesenberg,85.764,200,0,$425,1931
15,37,59,Sam Ross,Miller,Rigling/Miller,85.139,200,0,$400,1931
16,40,69,Joe Huff,Goldberg Brothers,Cooper/Miller,Running,180,0,$375,1931
17,4,5,Deacon Litz,Maley,Duesenberg/Duesenberg,Accident,177,0,$365,1931
18,19,37,Tony Gulotta,Hunt,Rigling/Studebaker,Accident,167,0,$360,1931
19,18,1,Billy Arnold,Miller-Hartz,Summers/Miller,Accident,161,155,"$8,905",1931
20,12,57,Luther Johnson,Bill Richards,Studebaker/Studebaker,Accident,156,0,$350,1931
21,36,55,Billy Winn,Hoosier Pete,Rigling/Clemons,Running,138,0,$343,1931
22,27,16,Frank Brisko,Brisko-Atkinson,Stevens/Miller,Steering arm,138,0,$343,1931
23,34,26,Gene Haustein,Fronty-Ford,Ford T/Fronty-Ford,Wheel,117,0,$335,1931
24,16,41,Joe Russo,Russo,Rigling/Duesenberg,Oil,109,0,$330,1931
25,7,17,Speed Gardner,Nutmeg State,Miller/Miller,Frame,107,0,$325,1931
26,38,14,Lou Moore,Boyle Valve,Miller/Miller,Differential,103,0,$320,1931
27,26,2,Shorty Cantlon,Harry Miller,Miller/Miller,Rod,88,0,$315,1931
28,2,3,Bill Cummings,Empire State,Cooper/Miller,Oil line,70,4,$710,1931
29,28,24,Freddie Winnai,Bowes Seal Fast,Stevens/Miller,Accident,60,0,$303,1931
30,11,32,Phil Pardee,Duesenberg,Duesenberg/Duesenberg,Accident,60,0,$303,1931
31,3,31,Paul Bost,Empire State,Rigling/Miller,Crankshaft,35,2,$495,1931
32,22,35,Frank Farmer,Jones-Miller,Willys-Knight/Miller,Rod bearing,32,0,$290,1931
33,32,58,George Wingerter,Wingerter,Duesenberg/Duesenberg,Fuel tank,29,0,$285,1931
34,25,7,Louis Meyer,Sampson,Stevens/Miller,Oil leak,28,0,$330,1931
35,6,39,Babe Stapp,Rigling & Henning,Rigling/Duesenberg,Oil Leak,9,0,$275,1931
36,24,48,John Boling,Grapho Metal,Morton & Brett/M&B,Rod,7,0,$270,1931
37,29,54,Leon Duray,Duray,Stevens:Whippett/Duray,Overheating,6,0,$263,1931
38,33,49,Harry Butcher,Butcher Brothers,Buick/Buick,Accident,6,0,$263,1931
39,39,10,Herman Schurch,Hoosier Pete,Rigling/Clemons,Transmission,5,0,$255,1931
40,21,67,Francis Quinn,Tucker Tappett,Miller/Ford A,Rear axle,3,0,$250,1931
1,27,34,Fred Frame,Miller-Hartz,Wetteroth/Miller,104.144,200,58,"$31,050",1932
2,6,6,Howdy Wilcox II,Lion Head,Stevens/Miller,103.881,200,1,"$12,650",1932
3,10,22,Cliff Bergere,Studebaker,Rigling/Studebaker,102.662,200,0,"$7,000",1932
4,14,61,Bob Carey,Meyer,Stevens/Miller,101.363,200,36,"$6,050",1932
5,4,4,Russ Snowberger,Hupp Comet,Snowberger/Hupmobile,100.791,200,0,"$3,500",1932
6,38,37,Zeke Meyer,Studebaker,Rigling/Studebaker,98.476,200,0,"$2,500",1932
7,5,35,Ira Hall,Duesenberg,Stevens/Duesenberg,98.207,200,6,"$2,600",1932
8,35,65,Freddie Winnai,Foreman Axle Shaft,Duesenberg/Duesenberg,97.437,200,0,"$2,200",1932
9,9,2,Billy Winn,Duesenberg,Duesenberg/Duesenberg,97.421,200,0,"$2,100",1932
10,15,55,Joe Huff,Highway Truck Parts,Cooper/Cooper,87.586,200,0,"$2,000",1932
11,26,33,Phil Shafer,"Shafer ""8""""",Rigling/Buick,Running,197,0,$725,1932
12,40,36,Kelly Petillo,Jones-Miller,Miller/Miller,Running,189,0,$700,1932
13,20,25,Tony Gulotta,Studebaker,Rigling/Studebaker,Running,184,0,$680,1932
14,25,15,H.W. Stubblefield,Gilmore,Adams/Miller,Running,178,0,$660,1932
15,17,18,Peter Kreis,Studebaker,Rigling/Studebaker,Accident,178,0,$635,1932
16,11,46,Luther Johnson,Studebaker,Rigling/Studebaker,Wheel,164,0,$620,1932
17,22,3,Wilbur Shaw,Veedol,Miller/Miller,Rear axle,157,27,"$1,915",1932
18,19,24,Deacon Litz,Bowes Seal Fast,Duesenberg/Duesenberg,Rod,152,0,$610,1932
19,12,10,Bill Cummings,Bowes Seal Fast,Stevens/Miller,Crankshaft,151,0,$605,1932
20,32,57,Malcolm Fox,Bill Richards,Studebaker/Studebaker,Spring,132,0,$600,1932
21,29,9,Chet Miller,Hudson,Hudson/Hudson,Engine,125,0,$590,1932
22,31,7,Ernie Triplett,Floating Power,Miller/Miller,Clutch,125,14,"$1,290",1932
23,30,1,Louis Schneider,Bowes Seal Fast,Stevens/Miller,Frame,125,0,$590,1932
24,21,41,Joe Russo,Art Rose,Rigling/Duesenberg,Rod,107,0,$580,1932
25,1,8,Lou Moore,Boyle Valve,Miller/Miller,Timing gear,79,1,$575,1932
26,36,14,Juan Gaudino,Golden Seal,Chrysler/Chrysler,Clutch,71,0,$570,1932
27,18,29,Al Miller,Hudson,Hudson/Hudson,Engine,66,0,$565,1932
28,39,42,Doc MacKenzie,Brady,Studebaker/Studebaker,Engine,65,0,$560,1932
29,13,32,Frank Brisko,Brisko-Atkinson,Stevens/Miller,Clutch,61,0,$555,1932
30,34,72,Ray Campbell,Folly Farm,Graham/Graham,Crankshaft,60,0,$550,1932
31,2,5,Billy Arnold,Miller-Hartz,Summers/Miller,Accident,59,57,"$3,345",1932
32,3,27,Bryan Saulpaugh,Harry Miller,Miller/Miller,Oil line,55,0,$540,1932
33,7,16,Louis Meyer,Sampson,Stevens/Miller,Crankshaft,50,0,$535,1932
34,23,21,Al Aspen,Brady & Nardi,Duesenberg/Studebaker,Rod,31,0,$530,1932
35,33,49,Johnny Kreiger,Consumers Petroleum Oil,Duesenberg/Duesenberg,Rod,30,0,$525,1932
36,16,48,Wesley Crawford,Boyle Valve,Miller/Duesenberg,Crankshaft,28,0,$520,1932
37,8,17,Paul Bost,Empire State,Cooper/Miller,Crankshaft,18,0,$515,1932
38,24,58,Bob McDonogh,F.W.D.,Miller/Miller,Oil line,7,0,$510,1932
39,28,45,Gus Schrader,Harry Miller,Miller/Miller,Accident,3,0,$505,1932
40,37,26,Al Gordon,Lion Tamer,Miller/Miller,Accident,2,0,$500,1932
1,6,36,Louis Meyer,Tydol,Miller/Miller,104.162,200,71,"$18,000",1933
2,23,17,Wilbur Shaw,Mallory,Stevens/Miller,101.795,200,0,"$9,100",1933
3,4,37,Lou Moore,Foreman Axle,Duesenberg/Miller,101.599,200,0,"$4,100",1933
4,15,21,Chet Gardner,Sampson Radio,Stevens/Miller,101.182,200,0,"$2,400",1933
5,10,8,H.W. Stubblefield,Abels & Fink Auto,Rigling/Buick,100.762,200,0,"$3,250",1933
6,36,38,Dave Evans,Art Rose,Rigling/Studebaker,100.425,200,0,"$1,450",1933
7,12,34,Tony Gulotta,Studebaker,Rigling/Studebaker,99.071,200,0,"$1,300",1933
8,17,4,Russ Snowberger,"Russell ""8""",Snowberger/Studebaker,99.011,200,0,"$1,200",1933
9,16,9,Zeke Meyer,Studebaker,Rigling/Studebaker,98.122,200,0,"$1,150",1933
10,20,46,Luther Johnson,Studebaker,Rigling/Studebaker,97.287,200,0,"$1,100",1933
11,9,6,Cliff Bergere,Studebaker,Rigling/Studebaker,96.536,200,0,$500,1933
12,18,47,L.L. Corum,Studebaker,Rigling/Studebaker,96.454,200,0,$475,1933
13,40,49,Willard Prentiss,Jack C. Carr,Rigling/Duesenberg,93.595,200,0,$450,1933
14,27,14,Raul Riganti,Golden Seal,Chrysler/Chrysler,93.244,200,0,$425,1933
15,28,29,Gene Haustein,Martz,Hudson/Hudson,Running,197,0,$380,1933
